rainfall_rate,cumulative_rainfall_24h,soil_moisture,slope_angle,vibration_frequency,pore_water_pressure,temperature,risk_score,risk_class,risk_label
43.24,192.86,77.65,30.81,1.36,46.89,20.55,46.1,1,Watch
1.95,13.54,35.14,14.62,0.29,10.78,23.93,2.9,0,Safe
30.7,105.47,66.88,30.79,0.41,19.65,20.85,22.3,0,Safe
57.72,252.22,96.13,36.86,3.37,81.28,10.63,88.2,3,Critical
0.02,12.86,39.45,30.13,0.33,8.58,18.78,1.0,0,Safe
33.54,73.92,59.06,33.93,1.08,30.91,22.84,26.7,0,Safe
21.84,91.54,63.29,39.99,0.77,34.13,19.02,27.9,0,Safe
4.91,83.17,53.92,35.0,1.02,37.93,23.39,24.5,0,Safe
5.52,13.17,33.1,23.1,0.26,14.64,27.18,3.4,0,Safe
16.85,110.02,58.47,24.96,0.56,31.33,13.32,18.8,0,Safe
3.35,14.87,50.95,28.59,0.27,16.07,22.03,7.6,0,Safe
60.12,136.81,69.86,32.16,1.55,35.16,12.96,40.7,1,Watch
30.78,121.19,73.68,30.0,1.91,55.46,13.09,43.6,1,Watch
25.58,65.05,79.18,32.46,1.01,27.63,19.16,27.1,0,Safe
0.49,13.3,20.72,43.71,0.58,10.14,23.67,4.9,0,Safe
12.93,13.17,33.2,26.08,0.52,7.13,24.4,8.8,0,Safe
90.95,346.0,88.56,54.14,4.04,79.22,15.3,100.0,3,Critical
6.79,18.24,48.66,10.32,0.25,11.59,24.46,3.2,0,Safe
2.89,8.02,35.26,35.36,0.45,9.78,23.59,0.0,0,Safe
5.03,16.16,33.98,18.2,0.37,10.52,29.45,4.9,0,Safe
2.75,12.43,30.98,25.26,0.29,7.12,23.7,2.3,0,Safe
94.18,211.03,92.5,47.74,4.19,87.9,16.79,100.0,3,Critical
87.94,166.17,62.49,45.67,1.15,29.65,16.79,57.6,1,Watch
95.86,259.57,94.13,39.37,3.42,52.49,6.96,82.7,3,Critical
1.1,0.97,39.57,19.65,0.31,6.5,26.37,0.0,0,Safe
57.29,139.23,84.08,34.6,1.77,44.99,14.1,53.0,1,Watch
122.05,222.16,88.19,40.3,2.31,68.83,12.32,81.6,3,Critical
73.51,147.09,64.24,25.23,0.86,37.82,15.61,41.7,1,Watch
0.47,21.86,37.98,43.72,0.13,8.51,33.02,0.0,0,Safe
36.05,112.99,72.45,33.69,1.97,54.61,15.02,47.5,1,Watch
3.24,9.56,41.19,27.43,0.21,7.75,28.41,3.3,0,Safe
0.93,11.03,29.68,34.05,0.31,9.63,31.78,0.0,0,Safe
41.08,116.56,45.09,31.69,0.3,40.65,15.96,32.5,1,Watch
58.32,116.65,90.53,46.23,1.74,50.05,15.41,69.4,2,Warning
98.7,269.03,88.6,49.34,3.84,72.91,12.9,100.0,3,Critical
3.06,51.85,74.54,41.76,0.65,35.4,18.86,20.1,0,Safe
55.72,343.48,93.91,36.83,2.14,72.86,11.39,82.7,3,Critical
54.71,245.91,95.91,56.34,3.16,84.35,12.61,100.0,3,Critical
43.84,157.01,77.64,42.65,1.55,53.11,23.36,56.3,1,Watch
12.92,94.55,72.67,33.99,0.79,31.87,18.37,26.9,0,Safe
1.34,1.97,32.76,29.99,0.25,5.11,31.76,0.0,0,Safe
70.03,132.72,83.54,44.78,1.85,55.96,17.51,71.2,2,Warning
47.97,217.09,71.91,37.69,1.08,36.02,20.53,51.5,1,Watch
21.09,56.49,61.59,31.04,0.8,18.08,20.84,6.8,0,Safe
63.07,321.54,88.59,42.15,3.27,68.38,13.7,92.4,3,Critical
4.52,17.99,41.52,21.59,0.32,12.79,21.15,6.2,0,Safe
65.83,201.06,71.41,42.39,1.74,57.04,17.69,70.8,2,Warning
0.34,17.14,42.26,47.2,0.35,5.99,30.4,6.4,0,Safe
1.83,13.41,33.34,30.29,0.5,4.72,20.7,0.1,0,Safe
1.88,14.26,27.32,20.45,0.56,10.51,17.48,0.0,0,Safe
2.38,16.48,25.55,34.89,0.33,12.45,25.77,2.5,0,Safe
22.74,191.2,76.33,43.4,1.07,49.32,17.2,55.6,1,Watch
25.04,32.97,57.22,40.29,0.62,24.37,21.01,22.5,0,Safe
57.14,45.58,57.66,39.09,1.09,23.06,20.81,30.7,1,Watch
2.97,8.02,35.21,25.43,0.38,8.48,18.75,0.0,0,Safe
4.27,3.01,53.66,30.03,0.43,7.64,25.22,3.0,0,Safe
106.46,292.57,98.7,46.52,3.9,68.17,13.6,100.0,3,Critical
6.41,68.2,65.85,32.33,0.38,23.04,21.18,16.1,0,Safe
103.72,297.9,90.78,53.67,3.68,53.43,13.03,100.0,3,Critical
16.53,84.11,55.67,40.32,0.68,24.62,20.44,27.6,0,Safe
119.14,328.7,88.72,54.67,1.98,74.17,14.7,100.0,3,Critical
39.84,92.24,51.06,29.87,0.31,18.21,22.82,18.0,0,Safe
16.88,36.99,51.45,38.31,0.62,35.86,23.88,18.1,0,Safe
30.28,115.74,64.97,32.85,0.52,32.61,18.64,28.7,0,Safe
36.8,120.1,84.52,39.46,1.7,57.67,13.88,59.8,1,Watch
30.04,202.35,84.53,36.78,1.83,52.22,14.73,57.2,1,Watch
15.02,34.74,46.69,28.88,0.9,24.33,18.53,11.7,0,Safe
54.12,259.95,87.28,41.22,2.84,59.06,19.03,77.7,2,Warning
23.77,80.13,65.46,28.56,1.03,28.02,25.07,21.8,0,Safe
113.58,342.58,89.81,38.61,3.23,71.94,13.89,93.2,3,Critical
18.44,57.71,56.49,26.75,0.63,37.05,23.74,23.5,0,Safe
1.17,15.15,41.14,23.91,0.42,2.53,22.61,3.9,0,Safe
9.32,67.32,71.18,24.12,1.2,31.92,20.05,20.2,0,Safe
25.1,78.79,53.45,42.43,1.06,29.14,17.63,25.6,0,Safe
20.3,47.34,66.04,33.3,0.62,27.25,21.23,25.8,0,Safe
99.59,290.29,95.83,43.98,4.57,77.63,14.03,100.0,3,Critical
27.32,83.85,64.16,38.61,0.93,29.04,23.53,29.0,0,Safe
24.34,57.09,64.6,34.62,0.86,28.6,24.57,19.4,0,Safe
69.14,214.19,76.25,35.12,1.65,43.08,18.42,56.2,1,Watch
49.91,147.59,75.9,44.36,1.54,47.24,23.58,58.5,1,Watch
9.88,85.89,77.7,19.56,0.55,26.5,14.27,14.0,0,Safe
5.63,77.09,59.9,29.81,0.91,23.72,21.85,15.9,0,Safe
14.61,102.36,62.35,24.7,0.83,36.24,16.52,23.5,0,Safe
63.72,334.96,96.83,45.31,3.57,88.97,15.46,100.0,3,Critical
17.09,119.82,57.84,28.28,1.11,25.66,20.49,14.4,0,Safe
28.43,63.01,72.89,43.53,0.33,29.04,22.81,29.3,0,Safe
23.84,47.75,59.68,36.26,0.71,18.05,15.99,17.3,0,Safe
39.41,139.19,80.19,39.58,1.55,38.43,14.47,47.9,1,Watch
5.76,17.96,33.84,30.98,0.13,12.54,28.07,2.9,0,Safe
2.24,3.16,32.03,37.04,0.2,6.71,23.97,0.0,0,Safe
0.1,13.85,38.78,26.72,0.3,14.67,24.2,4.0,0,Safe
6.82,85.19,49.18,28.13,0.46,22.62,21.48,9.7,0,Safe
54.76,182.75,80.33,27.19,0.94,20.5,15.86,32.3,1,Watch
5.59,70.68,66.56,35.06,1.1,19.87,20.01,15.2,0,Safe
44.65,118.56,67.39,44.54,1.43,44.56,17.12,50.4,1,Watch
1.43,13.89,25.45,45.6,0.22,14.0,26.47,1.4,0,Safe
3.34,16.9,37.76,19.34,0.24,5.57,29.12,5.1,0,Safe
93.0,322.31,92.45,39.32,2.59,82.99,14.78,95.6,3,Critical
2.94,19.21,24.43,25.53,0.23,11.03,25.08,7.1,0,Safe
8.07,55.88,62.68,33.46,0.85,23.23,16.9,16.3,0,Safe
42.16,140.42,67.33,38.79,1.08,46.23,16.94,49.4,1,Watch
39.06,170.19,83.67,32.94,0.99,51.09,13.74,44.9,1,Watch
3.99,4.76,19.61,22.43,0.14,4.18,26.33,5.4,0,Safe
4.44,18.99,34.35,22.92,0.27,18.6,22.65,3.0,0,Safe
67.0,82.1,60.33,33.18,0.53,19.29,17.45,29.3,0,Safe
39.36,109.59,55.23,31.17,0.91,26.99,20.11,22.1,0,Safe
34.32,202.36,84.06,30.98,1.7,37.26,15.16,41.6,1,Watch
11.44,51.04,63.84,33.91,0.44,36.07,19.87,27.5,0,Safe
22.99,177.71,64.17,34.55,1.11,38.08,11.99,33.1,1,Watch
85.38,250.36,91.19,54.76,4.41,53.39,13.22,100.0,3,Critical
3.13,16.77,34.19,12.0,0.15,6.22,13.01,0.1,0,Safe
122.9,253.47,96.29,55.16,3.12,55.39,14.04,100.0,3,Critical
12.96,62.34,55.4,22.24,1.12,26.14,19.64,13.7,0,Safe
53.7,95.47,66.48,29.51,0.96,34.02,20.4,27.5,0,Safe
40.66,178.25,85.19,36.54,1.55,54.66,12.76,54.6,1,Watch
8.5,4.8,28.08,26.79,0.56,16.72,27.53,5.6,0,Safe
7.19,12.02,21.53,25.4,0.58,10.13,25.96,0.9,0,Safe
32.68,97.04,47.94,24.61,0.72,32.9,16.23,27.7,0,Safe
1.75,11.76,37.94,23.21,0.33,8.7,22.82,0.9,0,Safe
1.03,8.42,34.66,23.05,0.49,15.46,25.36,5.4,0,Safe
52.12,74.76,63.45,22.39,0.94,30.06,15.54,21.2,0,Safe
37.86,118.12,67.75,21.45,1.0,24.05,15.33,16.2,0,Safe
0.18,18.29,32.85,36.71,0.28,19.94,28.83,0.8,0,Safe
113.28,248.79,85.57,52.52,4.43,52.74,12.97,100.0,3,Critical
0.18,2.7,41.48,32.16,0.52,12.22,13.49,0.0,0,Safe
26.18,38.84,54.82,35.58,0.64,23.64,21.5,9.5,0,Safe
0.19,12.93,40.51,26.95,0.26,14.79,25.22,1.6,0,Safe
69.0,157.46,86.84,30.64,1.41,33.84,18.77,42.8,1,Watch
0.85,23.96,26.57,20.68,0.34,9.1,24.3,0.0,0,Safe
4.56,84.36,63.12,27.29,0.94,28.66,15.5,21.7,0,Safe
1.67,0.99,38.5,23.95,0.47,14.11,25.15,0.0,0,Safe
1.04,4.29,28.12,27.33,0.17,11.81,19.53,0.0,0,Safe
40.18,84.63,74.49,34.23,0.5,30.72,17.56,24.1,0,Safe
32.92,84.79,62.99,46.9,0.71,28.15,13.67,30.2,1,Watch
3.84,15.66,44.96,26.65,0.14,6.44,11.73,0.0,0,Safe
0.26,7.16,37.68,19.63,0.36,15.57,21.13,0.0,0,Safe
0.75,14.0,49.84,27.19,0.42,9.72,23.05,0.2,0,Safe
8.85,37.86,55.04,40.92,0.38,35.33,17.74,16.1,0,Safe
4.32,12.06,24.25,30.48,0.37,12.68,28.23,2.7,0,Safe
2.0,7.5,36.97,24.0,0.54,5.87,27.15,3.8,0,Safe
0.05,11.68,24.34,38.95,0.45,9.65,24.12,0.0,0,Safe
21.7,33.43,52.81,37.44,0.76,21.75,22.13,17.5,0,Safe
58.92,242.99,91.44,49.55,3.88,61.4,16.52,97.4,3,Critical
11.1,72.37,54.19,30.04,0.9,26.24,21.31,16.6,0,Safe
0.2,11.14,33.06,24.67,0.33,11.42,22.82,0.5,0,Safe
0.08,21.78,28.32,30.07,0.48,9.8,26.71,1.0,0,Safe
20.24,126.39,84.13,37.88,0.8,50.51,15.98,41.8,1,Watch
1.33,21.01,48.32,29.3,0.6,11.62,25.46,10.0,0,Safe
18.53,75.94,70.02,25.34,1.01,21.52,23.43,16.0,0,Safe
16.26,86.5,57.43,26.51,0.88,27.21,17.67,14.9,0,Safe
27.99,72.45,83.77,25.56,1.04,38.52,20.54,24.9,0,Safe
11.13,38.12,62.34,28.65,0.68,22.5,19.03,11.1,0,Safe
1.83,4.17,35.14,33.08,0.41,9.7,22.71,0.0,0,Safe
0.02,23.41,39.06,33.4,0.23,16.37,24.15,5.8,0,Safe
0.1,1.4,37.9,33.61,0.44,16.14,24.42,2.5,0,Safe
29.72,76.87,53.86,34.91,0.86,27.96,25.13,23.0,0,Safe
0.19,14.24,44.68,30.2,0.21,12.21,29.55,7.3,0,Safe
18.69,48.25,65.51,38.06,1.04,35.49,18.43,29.1,0,Safe
3.74,107.35,65.44,35.7,1.08,21.36,18.64,23.2,0,Safe
3.25,14.8,45.27,47.93,0.41,6.14,18.29,4.0,0,Safe
0.22,19.37,33.88,41.83,0.32,10.4,21.11,0.3,0,Safe
102.58,302.42,92.74,42.17,2.65,68.47,8.86,92.2,3,Critical
94.31,211.97,89.16,48.79,4.19,57.76,10.79,99.0,3,Critical
69.63,131.78,91.03,40.03,1.85,45.39,16.75,63.2,2,Warning
5.2,1.34,25.86,36.02,0.37,9.08,30.57,0.0,0,Safe
90.96,121.23,78.05,39.88,1.13,33.14,7.81,51.0,1,Watch
70.29,297.22,91.8,56.12,2.52,80.43,11.69,100.0,3,Critical
0.81,11.05,39.53,32.15,0.17,8.64,25.35,1.0,0,Safe
91.95,192.03,89.35,55.11,3.97,70.61,18.42,100.0,3,Critical
51.34,237.15,93.52,56.77,2.4,88.42,10.88,100.0,3,Critical
1.28,9.13,38.04,22.41,0.36,0.0,28.96,2.6,0,Safe
1.47,1.11,37.52,22.0,0.53,8.22,25.07,0.0,0,Safe
4.01,112.83,67.65,32.32,1.03,45.5,18.35,23.9,0,Safe
0.06,0.99,41.33,26.62,0.19,8.62,22.66,0.0,0,Safe
7.81,48.16,56.44,26.65,0.59,24.93,12.71,7.7,0,Safe
12.35,44.05,64.27,33.17,0.94,42.53,20.6,24.8,0,Safe
97.45,233.56,90.3,37.38,1.93,91.06,11.45,83.6,3,Critical
18.59,181.17,82.55,37.69,1.21,50.93,13.97,49.3,1,Watch
20.52,53.99,46.96,33.21,0.99,31.6,18.6,15.9,0,Safe
3.55,6.12,45.91,20.32,0.41,12.88,26.99,0.0,0,Safe
4.01,12.09,41.11,36.51,0.22,7.72,32.13,0.0,0,Safe
45.12,106.5,64.1,38.47,1.03,22.04,18.77,27.1,0,Safe
4.29,19.6,47.37,21.13,0.12,5.95,21.23,0.0,0,Safe
81.77,254.74,94.59,40.82,3.34,77.07,12.98,100.0,3,Critical
63.74,191.24,74.29,31.05,1.45,56.42,14.88,52.5,1,Watch
6.46,23.99,37.9,21.25,0.53,7.43,19.72,6.8,0,Safe
120.02,359.58,97.17,57.48,3.76,73.98,15.92,100.0,3,Critical
42.84,154.93,86.43,47.95,1.46,41.32,13.32,61.9,2,Warning
20.16,65.85,59.95,35.43,0.98,32.89,12.64,20.6,0,Safe
1.87,14.16,26.55,32.29,0.58,10.79,19.17,1.6,0,Safe
6.82,46.81,79.77,30.36,1.09,26.41,17.5,11.6,0,Safe
26.21,99.69,39.45,29.59,0.41,22.33,17.62,17.7,0,Safe
1.49,17.82,28.4,30.55,0.6,3.56,23.47,0.0,0,Safe
1.33,6.67,40.73,23.0,0.55,15.27,23.71,5.4,0,Safe
23.56,68.02,63.39,32.16,0.53,15.8,22.6,11.1,0,Safe
0.29,10.19,48.43,18.63,0.27,7.56,24.36,0.0,0,Safe
27.86,48.69,46.17,34.67,0.45,34.71,17.17,19.0,0,Safe
53.37,208.14,88.8,38.68,4.18,75.05,17.56,84.5,3,Critical
19.36,114.28,72.55,44.23,1.06,23.35,15.13,31.7,1,Watch
2.46,11.06,33.61,34.6,0.38,0.0,26.03,0.4,0,Safe
3.23,5.11,52.15,35.54,0.18,10.62,32.77,1.6,0,Safe
27.42,185.26,76.43,44.13,1.12,49.74,11.78,46.6,1,Watch
21.36,83.87,49.75,26.95,0.57,20.36,13.64,10.4,0,Safe
0.63,23.35,26.76,28.93,0.45,10.5,24.94,0.0,0,Safe
2.97,14.53,29.22,24.13,0.43,8.29,26.06,0.4,0,Safe
43.99,169.64,90.07,58.3,1.89,41.93,14.53,78.2,2,Warning
56.69,197.87,83.56,31.43,1.75,27.88,13.28,41.6,1,Watch
60.24,330.24,91.7,44.5,2.11,72.77,14.11,85.3,3,Critical
70.53,306.94,92.97,43.22,3.09,89.46,8.69,98.8,3,Critical
0.0,11.45,21.78,22.67,0.51,11.57,17.34,1.7,0,Safe
35.03,164.63,70.88,35.98,1.04,48.43,8.4,45.9,1,Watch
29.08,35.13,55.12,34.64,0.63,14.81,16.93,17.8,0,Safe
22.36,91.82,58.81,33.53,0.33,35.91,17.62,26.9,0,Safe
1.28,2.65,30.0,28.1,0.2,4.28,26.97,1.5,0,Safe
97.82,150.59,81.58,42.36,1.14,41.23,19.38,60.6,2,Warning
8.41,24.8,39.29,24.02,0.41,10.88,19.83,0.0,0,Safe
51.88,303.52,88.02,44.0,4.08,59.4,15.6,83.5,3,Critical
103.6,284.81,89.22,45.5,2.47,63.86,18.12,94.5,3,Critical
39.77,116.38,54.78,22.58,0.77,27.23,23.39,17.9,0,Safe
4.0,6.63,27.63,31.56,0.53,16.81,21.38,7.6,0,Safe
10.91,24.52,27.7,42.42,0.26,13.75,22.92,0.0,0,Safe
0.21,13.24,42.33,27.88,0.2,14.23,18.09,0.6,0,Safe
0.83,20.43,24.52,30.06,0.27,8.46,26.97,1.6,0,Safe
135.45,170.39,65.35,29.86,1.13,50.41,19.91,45.7,1,Watch
54.47,186.85,79.8,40.52,1.82,44.21,18.01,55.6,1,Watch
34.29,188.09,81.03,34.38,1.84,30.83,17.27,47.3,1,Watch
76.41,307.62,96.63,41.47,2.04,61.27,9.69,84.3,3,Critical
53.25,67.25,81.89,32.58,1.04,18.92,12.62,27.2,0,Safe
104.6,254.24,88.39,42.49,2.18,68.92,18.94,92.4,3,Critical
5.91,35.12,60.22,37.37,0.73,35.95,17.8,21.2,0,Safe
60.44,97.9,54.91,31.93,0.97,27.02,14.93,30.0,0,Safe
4.32,12.87,38.47,27.31,0.48,6.06,18.63,0.0,0,Safe
1.81,3.22,43.35,16.2,0.4,11.15,27.89,0.0,0,Safe
93.98,195.3,79.71,34.98,1.88,60.78,15.8,65.9,2,Warning
20.51,117.47,62.89,22.59,0.32,31.74,20.56,15.2,0,Safe
0.5,0.94,40.55,24.29,0.31,12.62,27.0,0.6,0,Safe
1.19,23.63,47.22,23.06,0.46,8.8,19.43,3.4,0,Safe
1.2,9.37,23.43,24.58,0.43,16.97,21.13,3.6,0,Safe
93.06,286.94,91.13,47.23,2.53,70.46,14.81,95.7,3,Critical
3.07,16.01,30.38,28.98,0.36,9.66,23.14,0.6,0,Safe
38.15,212.18,91.33,46.25,1.64,37.27,17.09,59.7,1,Watch
12.97,77.5,66.66,28.88,0.33,25.32,17.84,9.7,0,Safe
48.8,219.53,82.78,25.86,1.01,48.69,18.51,43.5,1,Watch
4.41,0.45,32.59,23.92,0.21,8.43,19.57,0.0,0,Safe
0.96,17.89,21.41,27.12,0.4,11.33,24.84,6.2,0,Safe
52.28,206.69,75.57,36.42,1.39,46.86,22.21,58.5,1,Watch
10.26,19.26,25.86,41.47,0.39,10.66,34.1,3.1,0,Safe
76.75,219.26,77.39,34.77,1.66,40.6,16.07,59.7,1,Watch
25.24,59.52,61.98,38.51,0.87,32.94,20.12,20.9,0,Safe
7.11,24.2,20.07,22.71,0.49,12.18,28.49,0.0,0,Safe
114.16,328.58,96.27,36.36,4.24,71.14,11.36,86.0,3,Critical
32.27,79.43,53.98,29.66,0.54,34.49,18.87,18.1,0,Safe
51.88,137.38,67.8,41.05,0.88,47.54,15.45,50.5,1,Watch
5.01,89.26,64.22,28.94,0.95,15.83,19.87,4.6,0,Safe
1.66,8.76,33.62,19.53,0.55,11.32,21.01,7.1,0,Safe
83.13,171.15,75.24,41.6,1.49,48.76,15.51,66.5,2,Warning
10.35,13.01,23.7,28.56,0.42,8.2,23.93,3.0,0,Safe
47.01,107.63,58.88,30.32,1.06,25.36,19.6,29.0,0,Safe
0.89,21.13,34.31,31.23,0.43,15.87,30.1,6.9,0,Safe
114.88,293.55,86.63,44.43,4.63,63.67,17.32,93.2,3,Critical
13.17,54.11,44.17,44.77,1.01,12.2,22.59,6.3,0,Safe
2.61,7.06,37.12,27.75,0.17,10.59,21.18,2.7,0,Safe
48.43,205.78,77.88,35.41,1.23,45.77,17.69,51.9,1,Watch
4.7,7.21,43.72,26.69,0.43,8.84,20.75,0.0,0,Safe
56.65,205.62,91.33,38.41,1.99,41.97,15.65,59.4,1,Watch
2.11,4.46,35.21,26.46,0.59,9.31,26.81,1.8,0,Safe
5.71,79.39,48.48,34.95,0.85,25.69,17.12,21.8,0,Safe
1.61,10.04,28.34,37.54,0.21,15.1,24.97,0.0,0,Safe
17.36,61.1,61.87,34.85,0.91,33.16,11.62,23.1,0,Safe
32.6,97.25,69.92,38.96,0.63,31.78,19.17,33.0,1,Watch
1.93,12.79,28.63,30.67,0.19,8.61,15.46,1.5,0,Safe
85.95,345.42,95.96,57.92,4.72,54.58,10.86,100.0,3,Critical
1.76,0.8,49.86,20.61,0.21,12.46,31.1,0.0,0,Safe
4.21,21.23,40.17,17.48,0.46,10.08,22.1,4.2,0,Safe
1.32,9.99,44.06,23.42,0.37,7.9,25.06,0.2,0,Safe
19.43,55.43,39.16,32.69,0.42,18.9,10.63,13.8,0,Safe
58.88,270.66,88.11,44.2,4.71,54.42,14.4,80.2,3,Critical
5.92,15.92,61.3,32.85,0.11,10.06,25.3,4.2,0,Safe
1.37,23.46,19.67,30.97,0.57,15.59,19.89,5.4,0,Safe
26.95,86.36,63.12,38.53,0.58,20.42,21.03,17.1,0,Safe
0.29,24.99,28.24,32.02,0.19,11.78,24.78,1.9,0,Safe
91.63,128.08,69.84,46.38,1.54,48.3,12.15,67.4,2,Warning
24.37,111.7,78.18,35.62,1.07,51.58,14.82,38.2,1,Watch
0.2,4.28,31.84,28.98,0.25,6.52,26.57,0.0,0,Safe
38.42,197.42,73.32,54.92,1.16,47.79,20.5,78.1,2,Warning
50.17,112.47,77.76,46.86,1.96,34.34,12.57,53.2,1,Watch
8.15,90.14,71.01,35.81,0.77,29.62,22.31,24.9,0,Safe
6.11,13.74,32.6,22.06,0.54,17.86,18.68,0.0,0,Safe
0.15,17.27,29.74,17.6,0.19,11.95,24.62,0.0,0,Safe
0.17,18.39,40.6,17.62,0.39,5.58,24.7,1.4,0,Safe
1.41,13.27,35.31,28.6,0.21,11.61,23.8,4.1,0,Safe
1.23,17.17,35.76,15.32,0.13,4.65,23.31,4.8,0,Safe
16.48,76.97,53.02,39.0,0.95,27.06,17.47,25.4,0,Safe
2.59,3.55,28.85,21.97,0.4,9.96,19.79,3.7,0,Safe
4.28,17.51,28.31,26.21,0.25,14.5,31.5,0.0,0,Safe
0.16,21.94,24.38,23.57,0.24,11.91,23.4,3.6,0,Safe
86.73,125.44,68.87,42.16,1.87,48.79,11.82,60.3,2,Warning
9.94,12.52,46.8,19.85,0.27,8.9,25.38,4.1,0,Safe
1.67,19.56,35.79,31.53,0.11,15.72,18.2,4.3,0,Safe
60.2,319.17,95.0,44.21,2.84,80.23,15.79,96.5,3,Critical
0.32,13.88,37.76,10.0,0.14,8.68,16.0,0.0,0,Safe
8.13,76.33,61.97,35.55,0.47,35.89,19.39,23.0,0,Safe
50.86,221.66,89.87,36.14,4.52,73.67,15.86,83.7,3,Critical
37.82,61.05,59.51,28.15,0.82,44.89,10.99,27.4,0,Safe
60.02,133.03,82.11,30.89,1.09,42.57,13.28,44.9,1,Watch
35.19,119.69,77.4,26.39,1.78,54.6,13.31,35.3,1,Watch
2.63,16.18,33.28,24.19,0.43,7.34,25.14,6.6,0,Safe
42.42,142.8,74.81,35.46,1.75,49.25,17.0,48.4,1,Watch
19.02,97.21,44.36,35.64,0.78,34.03,23.47,28.5,0,Safe
1.06,4.34,41.07,18.38,0.52,9.14,27.63,0.0,0,Safe
0.86,2.24,47.61,21.0,0.3,17.09,24.08,0.3,0,Safe
31.54,112.31,73.97,44.16,0.6,19.4,14.07,29.1,0,Safe
106.8,302.47,95.31,57.3,3.39,72.62,9.23,100.0,3,Critical
48.3,74.23,50.88,31.53,0.81,31.75,14.14,30.5,1,Watch
84.02,253.79,95.47,39.97,2.53,61.68,20.58,84.9,3,Critical
0.03,20.32,32.73,25.16,0.13,6.86,26.16,0.0,0,Safe
22.5,108.83,53.13,28.54,0.9,15.43,16.12,11.6,0,Safe
12.34,94.64,52.37,33.36,1.08,24.1,15.89,7.4,0,Safe
84.43,140.13,87.03,39.97,1.86,29.1,11.37,54.1,1,Watch
83.58,248.93,93.96,47.11,2.26,77.8,14.02,100.0,3,Critical
0.88,7.88,39.96,32.62,0.26,12.57,31.38,2.7,0,Safe
45.22,91.56,61.52,34.63,0.89,29.39,15.38,28.5,0,Safe
1.05,20.05,35.98,35.07,0.32,5.41,31.9,5.6,0,Safe
10.51,72.14,61.68,28.06,0.96,25.99,16.61,11.4,0,Safe
99.34,215.94,92.59,42.53,1.01,55.68,17.07,74.7,2,Warning
34.09,121.56,69.6,41.86,1.2,39.96,17.29,41.1,1,Watch
53.27,198.17,79.98,33.68,1.35,47.37,16.7,50.6,1,Watch
1.72,16.52,36.5,34.97,0.35,16.22,24.62,1.2,0,Safe
70.33,137.51,85.4,52.66,0.84,55.2,17.87,79.1,2,Warning
50.75,39.66,51.06,34.35,1.02,23.71,22.0,21.1,0,Safe
0.91,12.66,30.69,37.33,0.57,5.54,25.16,3.3,0,Safe
0.25,4.21,23.67,27.07,0.44,8.44,22.13,0.0,0,Safe
15.35,32.35,53.93,29.99,0.64,34.81,23.4,14.9,0,Safe
41.17,134.17,87.28,47.63,1.33,42.94,18.75,53.9,1,Watch
15.54,112.9,64.76,25.03,1.09,37.99,20.6,21.9,0,Safe
48.13,60.09,64.63,29.97,0.6,34.51,21.2,30.4,1,Watch
2.94,22.53,21.77,26.77,0.27,9.15,28.96,0.0,0,Safe
0.08,21.57,18.33,34.73,0.21,9.08,31.17,0.0,0,Safe
3.21,21.15,23.4,21.24,0.33,5.29,24.37,0.0,0,Safe
27.72,104.97,85.04,23.52,0.72,35.92,15.08,25.1,0,Safe
13.26,103.0,57.37,26.96,0.36,19.79,15.99,13.6,0,Safe
3.57,1.25,28.87,36.48,0.13,10.54,27.7,0.0,0,Safe
5.8,10.1,22.61,18.95,0.14,5.6,26.84,3.3,0,Safe
3.64,15.41,33.77,20.45,0.57,12.48,21.87,0.0,0,Safe
55.94,298.61,94.84,49.95,4.19,86.09,14.81,100.0,3,Critical
37.18,152.83,91.2,34.3,1.44,24.88,20.79,38.5,1,Watch
36.61,128.91,80.7,36.13,1.86,46.34,19.66,46.9,1,Watch
20.36,84.18,55.19,34.41,0.75,24.3,20.28,20.7,0,Safe
25.5,109.78,69.27,31.42,0.74,29.27,12.8,18.0,0,Safe
0.09,23.82,35.31,30.47,0.29,13.48,25.72,0.6,0,Safe
31.27,98.93,71.75,30.38,0.79,30.01,19.51,21.6,0,Safe
34.32,126.53,77.12,38.11,1.15,35.94,15.28,41.9,1,Watch
26.38,209.16,80.12,37.77,1.06,43.49,12.28,48.6,1,Watch
1.75,23.41,36.12,25.91,0.49,5.52,21.77,0.0,0,Safe
20.3,92.67,67.78,37.19,0.66,21.97,19.22,16.8,0,Safe
79.4,195.73,94.0,36.25,1.83,91.52,15.68,85.6,3,Critical
66.83,203.65,77.61,40.73,1.28,47.39,15.93,69.6,2,Warning
57.69,133.86,78.25,49.57,1.51,54.35,22.59,76.9,2,Warning
1.68,7.0,29.24,23.07,0.57,8.47,25.02,0.4,0,Safe
55.22,169.32,72.06,35.83,0.87,48.45,21.18,56.4,1,Watch
2.62,9.33,36.5,24.63,0.52,12.6,20.81,5.6,0,Safe
6.17,12.06,35.9,32.36,0.5,10.55,19.62,0.0,0,Safe
27.47,205.16,73.84,32.69,1.94,34.11,9.62,40.8,1,Watch
30.22,152.48,78.76,41.76,1.77,50.41,23.93,54.9,1,Watch
4.37,98.24,74.32,21.95,0.54,20.08,20.18,11.5,0,Safe
54.15,357.95,94.54,42.35,3.44,79.79,18.15,98.9,3,Critical
